Task,Bolt,Sequence Step,Time (ms),Prevail Torque,Torque,Torque Units,Angle Total (deg),Angle since Threshold Torque (deg)
1,1,1,2634,0,0.0931,n-m,87634.7253,87634.7253
1,1,1,2635,0,0.0969,n-m,87668.4835,87668.4835
1,1,1,2636,0,0.0912,n-m,87702.2418,87702.2418
1,1,1,2637,0,0.1026,n-m,87736.0,87736.0
1,1,1,2638,0,0.0931,n-m,87769.9341,87769.9341
1,1,1,2639,0,0.1045,n-m,87803.7802,87803.7802
1,1,1,2640,0,0.0874,n-m,87837.7143,87837.7143
1,1,1,2641,0,0.1121,n-m,87871.4725,87871.4725
1,1,1,2642,0,0.0874,n-m,87905.4945,87905.4945
1,1,1,2643,0,0.095,n-m,87939.5165,87939.5165
1,1,1,2644,0,0.095,n-m,87973.6264,87973.6264
1,1,1,2645,0,0.095,n-m,88007.6484,88007.6484
1,1,1,2646,0,0.0969,n-m,88041.7582,88041.7582
1,1,1,2647,0,0.0893,n-m,88075.956,88075.956
1,1,1,2648,0,0.0969,n-m,88110.1538,88110.1538
1,1,1,2649,0,0.0931,n-m,88144.4396,88144.4396
1,1,1,2650,0,0.1026,n-m,88178.6374,88178.6374
1,1,1,2651,0,0.0969,n-m,88212.8352,88212.8352
1,1,1,2652,0,0.1045,n-m,88246.9451,88246.9451
1,1,1,2653,0,0.0988,n-m,88281.0549,88281.0549
1,1,1,2654,0,0.1064,n-m,88315.3407,88315.3407
1,1,1,2655,0,0.0988,n-m,88349.3626,88349.3626
1,1,1,2656,0,0.095,n-m,88383.4725,88383.4725
1,1,1,2657,0,0.0969,n-m,88417.4945,88417.4945
1,1,1,2658,0,0.0855,n-m,88451.6923,88451.6923
1,1,1,2659,0,0.0893,n-m,88485.8022,88485.8022
1,1,1,2660,0,0.0855,n-m,88519.8242,88519.8242
1,1,1,2661,0,0.0931,n-m,88553.7582,88553.7582
1,1,1,2662,0,0.0874,n-m,88587.6044,88587.6044
1,1,1,2663,0,0.0931,n-m,88621.6264,88621.6264
1,1,1,2664,0,0.095,n-m,88655.6484,88655.6484
1,1,1,2665,0,0.0969,n-m,88689.5824,88689.5824
1,1,1,2666,0,0.1007,n-m,88723.5165,88723.5165
1,1,1,2667,0,0.1045,n-m,88757.4505,88757.4505
1,1,1,2668,0,0.1121,n-m,88791.2967,88791.2967
1,1,1,2669,0,0.1064,n-m,88825.1429,88825.1429
1,1,1,2670,0,0.1159,n-m,88858.9011,88858.9011
1,1,1,2671,0,0.1064,n-m,88892.7473,88892.7473
1,1,1,2672,0,0.1235,n-m,88926.4176,88926.4176
1,1,1,2673,0,0.1235,n-m,88960.1758,88960.1758
1,1,1,2674,0,0.1273,n-m,88993.9341,88993.9341
1,1,1,2675,0,0.1292,n-m,89027.6923,89027.6923
1,1,1,2676,0,0.1368,n-m,89061.3626,89061.3626
1,1,1,2677,0,0.1368,n-m,89094.9451,89094.9451
1,1,1,2678,0,0.133,n-m,89128.6154,89128.6154
1,1,1,2679,0,0.1349,n-m,89162.1978,89162.1978
1,1,1,2680,0,0.1368,n-m,89195.7802,89195.7802
1,1,1,2681,0,0.133,n-m,89229.4505,89229.4505
1,1,1,2682,0,0.1254,n-m,89263.1209,89263.1209
1,1,1,2683,0,0.1349,n-m,89296.8791,89296.8791
1,1,1,2684,0,0.1311,n-m,89330.7253,89330.7253
1,1,1,2685,0,0.133,n-m,89364.6593,89364.6593
1,1,1,2686,0,0.133,n-m,89398.6813,89398.6813
1,1,1,2687,0,0.133,n-m,89432.6154,89432.6154
1,1,1,2688,0,0.1406,n-m,89466.7253,89466.7253
1,1,1,2689,0,0.1406,n-m,89500.9231,89500.9231
1,1,1,2690,0,0.1425,n-m,89535.033,89535.033
1,1,1,2691,0,0.1501,n-m,89569.2308,89569.2308
1,1,1,2692,0,0.1406,n-m,89603.5165,89603.5165
1,1,1,2693,0,0.1444,n-m,89637.7143,89637.7143
1,1,1,2694,0,0.133,n-m,89671.8242,89671.8242
1,1,1,2695,0,0.1425,n-m,89706.022,89706.022
1,1,1,2696,0,0.1349,n-m,89740.2198,89740.2198
1,1,1,2697,0,0.1406,n-m,89774.4176,89774.4176
1,1,1,2698,0,0.1349,n-m,89808.5275,89808.5275
1,1,1,2699,0,0.1425,n-m,89842.7253,89842.7253
1,1,1,2700,0,0.1349,n-m,89876.8352,89876.8352
1,1,1,2701,0,0.1292,n-m,89910.8571,89910.8571
1,1,1,2702,0,0.1311,n-m,89944.967,89944.967
1,1,1,2703,0,0.1121,n-m,89979.0769,89979.0769
1,1,1,2704,0,0.1254,n-m,90013.0989,90013.0989
1,1,1,2705,0,0.1178,n-m,90047.033,90047.033
1,1,1,2706,0,0.1197,n-m,90081.1429,90081.1429
1,1,1,2707,0,0.1254,n-m,90115.3407,90115.3407
1,1,1,2708,0,0.1235,n-m,90149.4505,90149.4505
1,1,1,2709,0,0.1311,n-m,90183.4725,90183.4725
1,1,1,2710,0,0.1273,n-m,90217.4945,90217.4945
1,1,1,2711,0,0.1349,n-m,90251.6044,90251.6044
1,1,1,2712,0,0.1159,n-m,90285.7143,90285.7143
1,1,1,2713,0,0.1292,n-m,90319.7363,90319.7363
1,1,1,2714,0,0.1121,n-m,90353.7582,90353.7582
1,1,1,2715,0,0.1216,n-m,90387.7802,90387.7802
1,1,1,2716,0,0.1121,n-m,90421.978,90421.978
1,1,1,2717,0,0.1178,n-m,90456.1758,90456.1758
1,1,1,2718,0,0.1216,n-m,90490.4615,90490.4615
1,1,1,2719,0,0.1121,n-m,90524.6593,90524.6593
1,1,1,2720,0,0.114,n-m,90558.8571,90558.8571
1,1,1,2721,0,0.1102,n-m,90593.0549,90593.0549
1,1,1,2722,0,0.1159,n-m,90627.2527,90627.2527
1,1,1,2723,0,0.1045,n-m,90661.4505,90661.4505
1,1,1,2724,0,0.1083,n-m,90695.5604,90695.5604
1,1,1,2725,0,0.1045,n-m,90729.6703,90729.6703
1,1,1,2726,0,0.1102,n-m,90763.6923,90763.6923
1,1,1,2727,0,0.1102,n-m,90797.8022,90797.8022
1,1,1,2728,0,0.1159,n-m,90831.7363,90831.7363
1,1,1,2729,0,0.1159,n-m,90865.6703,90865.6703
1,1,1,2730,0,0.1159,n-m,90899.6044,90899.6044
1,1,1,2731,0,0.1159,n-m,90933.6264,90933.6264
1,1,1,2732,0,0.1216,n-m,90967.6484,90967.6484
1,1,1,2733,0,0.1197,n-m,91001.6703,91001.6703
1,1,1,2734,0,0.1235,n-m,91035.6923,91035.6923
1,1,1,2735,0,0.1178,n-m,91069.7143,91069.7143
1,1,1,2736,0,0.1273,n-m,91103.6484,91103.6484
1,1,1,2737,0,0.1254,n-m,91137.5824,91137.5824
1,1,1,2738,0,0.1273,n-m,91171.4286,91171.4286
1,1,1,2739,0,0.1254,n-m,91205.2747,91205.2747
1,1,1,2740,0,0.1254,n-m,91239.1209,91239.1209
1,1,1,2741,0,0.1349,n-m,91272.8791,91272.8791
1,1,1,2742,0,0.1292,n-m,91306.5495,91306.5495
1,1,1,2743,0,0.1387,n-m,91340.2198,91340.2198
1,1,1,2744,0,0.1387,n-m,91373.8901,91373.8901
1,1,1,2745,0,0.1368,n-m,91407.4725,91407.4725
1,1,1,2746,0,0.1387,n-m,91441.0549,91441.0549
1,1,1,2747,0,0.1349,n-m,91474.6374,91474.6374
1,1,1,2748,0,0.1463,n-m,91508.3077,91508.3077
1,1,1,2749,0,0.1463,n-m,91542.0659,91542.0659
1,1,1,2750,0,0.1558,n-m,91575.8242,91575.8242
1,1,1,2751,0,0.152,n-m,91609.5824,91609.5824
1,1,1,2752,0,0.1577,n-m,91643.3407,91643.3407
1,1,1,2753,0,0.1482,n-m,91677.0989,91677.0989
1,1,1,2754,0,0.1482,n-m,91711.033,91711.033
1,1,1,2755,0,0.1444,n-m,91745.0549,91745.0549
1,1,1,2756,0,0.1387,n-m,91779.0769,91779.0769
1,1,1,2757,0,0.1349,n-m,91813.1868,91813.1868
1,1,1,2758,0,0.1368,n-m,91847.4725,91847.4725
1,1,1,2759,0,0.1235,n-m,91881.9341,91881.9341
1,1,1,2760,0,0.133,n-m,91916.3956,91916.3956
1,1,1,2761,0,0.1197,n-m,91950.9451,91950.9451
1,1,1,2762,0,0.1216,n-m,91985.4066,91985.4066
1,1,1,2763,0,0.1197,n-m,92019.956,92019.956
1,1,1,2764,0,0.1178,n-m,92054.4176,92054.4176
1,1,1,2765,0,0.1159,n-m,92088.8791,92088.8791
1,1,1,2766,0,0.1045,n-m,92123.3407,92123.3407
1,1,1,2767,0,0.114,n-m,92157.7143,92157.7143
1,1,1,2768,0,0.1102,n-m,92192.0,92192.0
1,1,1,2769,0,0.1102,n-m,92226.2857,92226.2857
1,1,1,2770,0,0.1102,n-m,92260.4835,92260.4835
1,1,1,2771,0,0.1102,n-m,92294.6813,92294.6813
1,1,1,2772,0,0.1159,n-m,92328.7912,92328.7912
1,1,1,2773,0,0.1159,n-m,92362.9011,92362.9011
1,1,1,2774,0,0.1235,n-m,92396.8352,92396.8352
1,1,1,2775,0,0.1216,n-m,92430.8571,92430.8571
1,1,1,2776,0,0.1273,n-m,92464.7912,92464.7912
1,1,1,2777,0,0.1292,n-m,92498.6374,92498.6374
1,1,1,2778,0,0.1311,n-m,92532.3077,92532.3077
1,1,1,2779,0,0.133,n-m,92566.0659,92566.0659
1,1,1,2780,0,0.1273,n-m,92599.6484,92599.6484
1,1,1,2781,0,0.1216,n-m,92633.4066,92633.4066
1,1,1,2782,0,0.1159,n-m,92667.1648,92667.1648
1,1,1,2783,0,0.1197,n-m,92700.9231,92700.9231
1,1,1,2784,0,0.1254,n-m,92734.7692,92734.7692
1,1,1,2785,0,0.1235,n-m,92768.5275,92768.5275
1,1,1,2786,0,0.1216,n-m,92802.3736,92802.3736
1,1,1,2787,0,0.1216,n-m,92836.2198,92836.2198
1,1,1,2788,0,0.1178,n-m,92869.978,92869.978
1,1,1,2789,0,0.1178,n-m,92903.8242,92903.8242
1,1,1,2790,0,0.1159,n-m,92937.6703,92937.6703
1,1,1,2791,0,0.1292,n-m,92971.6044,92971.6044
1,1,1,2792,0,0.1292,n-m,93005.6264,93005.6264
1,1,1,2793,0,0.1273,n-m,93039.5604,93039.5604
1,1,1,2794,0,0.1235,n-m,93073.5824,93073.5824
1,1,1,2795,0,0.1311,n-m,93107.6923,93107.6923
1,1,1,2796,0,0.133,n-m,93141.8022,93141.8022
1,1,1,2797,0,0.1368,n-m,93176.0,93176.0
1,1,1,2798,0,0.1406,n-m,93210.1978,93210.1978
1,1,1,2799,0,0.1368,n-m,93244.2198,93244.2198
1,1,1,2800,0,0.1425,n-m,93278.3297,93278.3297
1,1,1,2801,0,0.1349,n-m,93312.2637,93312.2637
1,1,1,2802,0,0.1425,n-m,93346.2857,93346.2857
1,1,1,2803,0,0.1349,n-m,93380.2198,93380.2198
1,1,1,2804,0,0.1406,n-m,93414.2418,93414.2418
1,1,1,2805,0,0.1387,n-m,93448.1758,93448.1758
1,1,1,2806,0,0.1425,n-m,93482.1099,93482.1099
1,1,1,2807,0,0.1406,n-m,93516.044,93516.044
1,1,1,2808,0,0.1349,n-m,93549.978,93549.978
1,1,1,2809,0,0.1311,n-m,93583.9121,93583.9121
1,1,1,2810,0,0.1387,n-m,93617.7582,93617.7582
1,1,1,2811,0,0.1444,n-m,93651.6923,93651.6923
1,1,1,2812,0,0.1406,n-m,93685.7143,93685.7143
1,1,1,2813,0,0.1425,n-m,93719.6484,93719.6484
1,1,1,2814,0,0.1444,n-m,93753.5824,93753.5824
1,1,1,2815,0,0.1406,n-m,93787.5165,93787.5165
1,1,1,2816,0,0.1482,n-m,93821.3626,93821.3626
1,1,1,2817,0,0.1368,n-m,93855.2967,93855.2967
1,1,1,2818,0,0.1539,n-m,93889.2308,93889.2308
1,1,1,2819,0,0.1406,n-m,93923.2527,93923.2527
1,1,1,2820,0,0.1539,n-m,93957.1868,93957.1868
1,1,1,2821,0,0.1368,n-m,93991.1209,93991.1209
1,1,1,2822,0,0.1482,n-m,94025.1429,94025.1429
1,1,1,2823,0,0.1406,n-m,94059.2527,94059.2527
1,1,1,2824,0,0.1406,n-m,94093.4505,94093.4505
1,1,1,2825,0,0.1368,n-m,94127.5604,94127.5604
1,1,1,2826,0,0.1444,n-m,94161.7582,94161.7582
1,1,1,2827,0,0.1387,n-m,94195.7802,94195.7802
1,1,1,2828,0,0.1463,n-m,94229.8901,94229.8901
1,1,1,2829,0,0.1463,n-m,94264.0,94264.0
1,1,1,2830,0,0.1501,n-m,94297.9341,94297.9341
1,1,1,2831,0,0.1425,n-m,94331.7802,94331.7802
1,1,1,2832,0,0.1482,n-m,94365.7143,94365.7143
1,1,1,2833,0,0.1387,n-m,94399.5604,94399.5604
1,1,1,2834,0,0.1539,n-m,94433.4945,94433.4945
1,1,1,2835,0,0.1425,n-m,94467.4286,94467.4286
1,1,1,2836,0,0.1539,n-m,94501.3626,94501.3626
1,1,1,2837,0,0.1501,n-m,94535.2967,94535.2967
1,1,1,2838,0,0.1596,n-m,94569.3187,94569.3187
1,1,1,2839,0,0.1539,n-m,94603.2527,94603.2527
1,1,1,2840,0,0.1539,n-m,94637.3626,94637.3626
1,1,1,2841,0,0.1558,n-m,94671.3846,94671.3846
1,1,1,2842,0,0.1444,n-m,94705.4066,94705.4066
1,1,1,2843,0,0.1406,n-m,94739.5165,94739.5165
1,1,1,2844,0,0.1368,n-m,94773.5385,94773.5385
1,1,1,2845,0,0.1444,n-m,94807.7363,94807.7363
1,1,1,2846,0,0.1406,n-m,94841.8462,94841.8462
1,1,1,2847,0,0.1425,n-m,94876.044,94876.044
1,1,1,2848,0,0.1463,n-m,94910.1538,94910.1538
1,1,1,2849,0,0.1368,n-m,94944.2637,94944.2637
1,1,1,2850,0,0.1311,n-m,94978.4615,94978.4615
1,1,1,2851,0,0.1311,n-m,95012.4835,95012.4835
1,1,1,2852,0,0.1311,n-m,95046.5055,95046.5055
1,1,1,2853,0,0.1292,n-m,95080.7033,95080.7033
1,1,1,2854,0,0.1273,n-m,95114.8132,95114.8132
1,1,1,2855,0,0.1311,n-m,95148.9231,95148.9231
1,1,1,2856,0,0.133,n-m,95183.033,95183.033
1,1,1,2857,0,0.1387,n-m,95217.2308,95217.2308
1,1,1,2858,0,0.133,n-m,95251.4286,95251.4286
1,1,1,2859,0,0.1406,n-m,95285.5385,95285.5385
1,1,1,2860,0,0.1406,n-m,95319.6484,95319.6484
1,1,1,2861,0,0.1387,n-m,95353.8462,95353.8462
1,1,1,2862,0,0.1292,n-m,95387.8681,95387.8681
1,1,1,2863,0,0.1254,n-m,95421.8901,95421.8901
1,1,1,2864,0,0.1197,n-m,95456.0879,95456.0879
1,1,1,2865,0,0.114,n-m,95490.1978,95490.1978
1,1,1,2866,0,0.1121,n-m,95524.4835,95524.4835
1,1,1,2867,0,0.1064,n-m,95558.7692,95558.7692
1,1,1,2868,0,0.1178,n-m,95593.0549,95593.0549
1,1,1,2869,0,0.1026,n-m,95627.3407,95627.3407
1,1,1,2870,0,0.1159,n-m,95661.5385,95661.5385
1,1,1,2871,0,0.1064,n-m,95695.8242,95695.8242
1,1,1,2872,0,0.1178,n-m,95729.8462,95729.8462
1,1,1,2873,0,0.1064,n-m,95763.956,95763.956
1,1,1,2874,0,0.1102,n-m,95798.0659,95798.0659
1,1,1,2875,0,0.0969,n-m,95832.1758,95832.1758
1,1,1,2876,0,0.1102,n-m,95866.2857,95866.2857
1,1,1,2877,0,0.1007,n-m,95900.3956,95900.3956
1,1,1,2878,0,0.1026,n-m,95934.5055,95934.5055
1,1,1,2879,0,0.1064,n-m,95968.6154,95968.6154
1,1,1,2880,0,0.1102,n-m,96002.6374,96002.6374
1,1,1,2881,0,0.1083,n-m,96036.7473,96036.7473
1,1,1,2882,0,0.1045,n-m,96070.9451,96070.9451
1,1,1,2883,0,0.1064,n-m,96105.0549,96105.0549
1,1,1,2884,0,0.1102,n-m,96138.989,96138.989
1,1,1,2885,0,0.1045,n-m,96173.011,96173.011
1,1,1,2886,0,0.1102,n-m,96207.033,96207.033
1,1,1,2887,0,0.0931,n-m,96241.0549,96241.0549
1,1,1,2888,0,0.1102,n-m,96275.0769,96275.0769
1,1,1,2889,0,0.0969,n-m,96309.0989,96309.0989
1,1,1,2890,0,0.1083,n-m,96343.033,96343.033
1,1,1,2891,0,0.1026,n-m,96376.8791,96376.8791
1,1,1,2892,0,0.114,n-m,96410.7253,96410.7253
1,1,1,2893,0,0.1216,n-m,96444.4835,96444.4835
1,1,1,2894,0,0.1273,n-m,96478.2418,96478.2418
1,1,1,2895,0,0.1349,n-m,96511.7363,96511.7363
1,1,1,2896,0,0.133,n-m,96545.3187,96545.3187
1,1,1,2897,0,0.1425,n-m,96578.989,96578.989
1,1,1,2898,0,0.1406,n-m,96612.4835,96612.4835
1,1,1,2899,0,0.1368,n-m,96646.0659,96646.0659
1,1,1,2900,0,0.1273,n-m,96679.5604,96679.5604
1,1,1,2901,0,0.1311,n-m,96713.1429,96713.1429
1,1,1,2902,0,0.1311,n-m,96746.8132,96746.8132
1,1,1,2903,0,0.1406,n-m,96780.6593,96780.6593
1,1,1,2904,0,0.133,n-m,96814.5055,96814.5055
1,1,1,2905,0,0.1368,n-m,96848.3516,96848.3516
1,1,1,2906,0,0.1292,n-m,96882.3736,96882.3736
1,1,1,2907,0,0.1254,n-m,96916.4835,96916.4835
1,1,1,2908,0,0.1216,n-m,96950.7692,96950.7692
1,1,1,2909,0,0.1064,n-m,96985.0549,96985.0549
1,1,1,2910,0,0.1026,n-m,97019.4286,97019.4286
1,1,1,2911,0,0.0912,n-m,97053.978,97053.978
1,1,1,2912,0,0.0855,n-m,97088.4396,97088.4396
1,1,1,2913,0,0.0817,n-m,97123.1648,97123.1648
1,1,1,2914,0,0.0836,n-m,97157.8901,97157.8901
1,1,1,2915,0,0.076,n-m,97192.5275,97192.5275
1,1,1,2916,0,0.0817,n-m,97227.2527,97227.2527
1,1,1,2917,0,0.0741,n-m,97261.978,97261.978
1,1,1,2918,0,0.0893,n-m,97296.5275,97296.5275
1,1,1,2919,0,0.0722,n-m,97331.2527,97331.2527
1,1,1,2920,0,0.0874,n-m,97365.7143,97365.7143
1,1,1,2921,0,0.0798,n-m,97400.0879,97400.0879
1,1,1,2922,0,0.0969,n-m,97434.3736,97434.3736
1,1,1,2923,0,0.0893,n-m,97468.5714,97468.5714
1,1,1,2924,0,0.0988,n-m,97502.6813,97502.6813
1,1,1,2925,0,0.0931,n-m,97536.6154,97536.6154
1,1,1,2926,0,0.0988,n-m,97570.3736,97570.3736
1,1,1,2927,0,0.1064,n-m,97604.1319,97604.1319
1,1,1,2928,0,0.1026,n-m,97637.7143,97637.7143
1,1,1,2929,0,0.1121,n-m,97671.2088,97671.2088
1,1,1,2930,0,0.1045,n-m,97704.6154,97704.6154
1,1,1,2931,0,0.1102,n-m,97737.9341,97737.9341
1,1,1,2932,0,0.1102,n-m,97771.3407,97771.3407
1,1,1,2933,0,0.1102,n-m,97804.7473,97804.7473
1,1,1,2934,0,0.1121,n-m,97838.1538,97838.1538
1,1,1,2935,0,0.114,n-m,97871.5604,97871.5604
1,1,1,2936,0,0.1121,n-m,97905.0549,97905.0549
1,1,1,2937,0,0.1083,n-m,97938.5495,97938.5495
1,1,1,2938,0,0.1045,n-m,97972.2198,97972.2198
1,1,1,2939,0,0.1026,n-m,98005.978,98005.978
1,1,1,2940,0,0.0969,n-m,98040.0,98040.0
1,1,1,2941,0,0.0969,n-m,98074.022,98074.022
1,1,1,2942,0,0.0931,n-m,98108.3077,98108.3077
1,1,1,2943,0,0.095,n-m,98142.5934,98142.5934
1,1,1,2944,0,0.1007,n-m,98176.967,98176.967
1,1,1,2945,0,0.1045,n-m,98211.4286,98211.4286
1,1,1,2946,0,0.1159,n-m,98245.7143,98245.7143
1,1,1,2947,0,0.1045,n-m,98280.0,98280.0
1,1,1,2948,0,0.1216,n-m,98314.2857,98314.2857
1,1,1,2949,0,0.114,n-m,98348.3956,98348.3956
1,1,1,2950,0,0.1159,n-m,98382.5055,98382.5055
1,1,1,2951,0,0.1083,n-m,98416.5275,98416.5275
1,1,1,2952,0,0.1159,n-m,98450.5495,98450.5495
1,1,1,2953,0,0.1216,n-m,98484.3956,98484.3956
1,1,1,2954,0,0.1121,n-m,98518.2418,98518.2418
1,1,1,2955,0,0.1197,n-m,98552.0,98552.0
1,1,1,2956,0,0.1121,n-m,98585.8462,98585.8462
1,1,1,2957,0,0.1273,n-m,98619.6044,98619.6044
1,1,1,2958,0,0.114,n-m,98653.1868,98653.1868
1,1,1,2959,0,0.1254,n-m,98686.9451,98686.9451
1,1,1,2960,0,0.1216,n-m,98720.6154,98720.6154
1,1,1,2961,0,0.1311,n-m,98754.3736,98754.3736
1,1,1,2962,0,0.1235,n-m,98788.044,98788.044
1,1,1,2963,0,0.1273,n-m,98821.8022,98821.8022
1,1,1,2964,0,0.1368,n-m,98855.6484,98855.6484
1,1,1,2965,0,0.1387,n-m,98889.4945,98889.4945
1,1,1,2966,0,0.1482,n-m,98923.3407,98923.3407
1,1,1,2967,0,0.1349,n-m,98957.3626,98957.3626
1,1,1,2968,0,0.1387,n-m,98991.2967,98991.2967
1,1,1,2969,0,0.133,n-m,99025.3187,99025.3187
1,1,1,2970,0,0.1349,n-m,99059.2527,99059.2527
1,1,1,2971,0,0.1368,n-m,99093.3626,99093.3626
1,1,1,2972,0,0.1406,n-m,99127.3846,99127.3846
1,1,1,2973,0,0.1368,n-m,99161.4066,99161.4066
1,1,1,2974,0,0.1425,n-m,99195.5165,99195.5165
1,1,1,2975,0,0.1387,n-m,99229.5385,99229.5385
1,1,1,2976,0,0.1425,n-m,99263.5604,99263.5604
1,1,1,2977,0,0.1387,n-m,99297.5824,99297.5824
1,1,1,2978,0,0.1387,n-m,99331.6044,99331.6044
1,1,1,2979,0,0.1444,n-m,99365.6264,99365.6264
1,1,1,2980,0,0.1482,n-m,99399.5604,99399.5604
1,1,1,2981,0,0.1463,n-m,99433.5824,99433.5824
1,1,1,2982,0,0.1444,n-m,99467.6044,99467.6044
1,1,1,2983,0,0.1501,n-m,99501.6264,99501.6264
1,1,1,2984,0,0.1539,n-m,99535.6484,99535.6484
1,1,1,2985,0,0.152,n-m,99569.6703,99569.6703
1,1,1,2986,0,0.1539,n-m,99603.6923,99603.6923
1,1,1,2987,0,0.152,n-m,99637.7143,99637.7143
1,1,1,2988,0,0.1539,n-m,99671.7363,99671.7363
1,1,1,2989,0,0.1539,n-m,99705.7582,99705.7582
1,1,1,2990,0,0.152,n-m,99739.6923,99739.6923
1,1,1,2991,0,0.1558,n-m,99773.7143,99773.7143
1,1,1,2992,0,0.1577,n-m,99807.6484,99807.6484
1,1,1,2993,0,0.1596,n-m,99841.5824,99841.5824
1,1,1,2994,0,0.1463,n-m,99875.5165,99875.5165
1,1,1,2995,0,0.1482,n-m,99909.5385,99909.5385
1,1,1,2996,0,0.1406,n-m,99943.6484,99943.6484
1,1,1,2997,0,0.1349,n-m,99977.6703,99977.6703
1,1,1,2998,0,0.1406,n-m,100011.8681,100011.8681
1,1,1,2999,0,0.1387,n-m,100046.0659,100046.0659
1,1,1,3000,0,0.1482,n-m,100080.1758,100080.1758
1,1,1,3001,0,0.1463,n-m,100114.2857,100114.2857
1,1,1,3002,0,0.1482,n-m,100148.3077,100148.3077
1,1,1,3003,0,0.1482,n-m,100182.3297,100182.3297
1,1,1,3004,0,0.1425,n-m,100216.3516,100216.3516
1,1,1,3005,0,0.1463,n-m,100250.3736,100250.3736
1,1,1,3006,0,0.1406,n-m,100284.3956,100284.3956
1,1,1,3007,0,0.152,n-m,100318.3297,100318.3297
1,1,1,3008,0,0.1349,n-m,100352.3516,100352.3516
1,1,1,3009,0,0.1463,n-m,100386.5495,100386.5495
1,1,1,3010,0,0.1273,n-m,100420.6593,100420.6593
1,1,1,3011,0,0.1425,n-m,100454.6813,100454.6813
1,1,1,3012,0,0.1121,n-m,100488.8791,100488.8791
1,1,1,3013,0,0.1216,n-m,100523.0769,100523.0769
1,1,1,3014,0,0.1216,n-m,100557.3626,100557.3626
1,1,1,3015,0,0.1273,n-m,100591.8242,100591.8242
1,1,1,3016,0,0.1273,n-m,100626.1099,100626.1099
1,1,1,3017,0,0.1254,n-m,100660.3956,100660.3956
1,1,1,3018,0,0.133,n-m,100694.5934,100694.5934
1,1,1,3019,0,0.1254,n-m,100728.7912,100728.7912
1,1,1,3020,0,0.1311,n-m,100762.8132,100762.8132
1,1,1,3021,0,0.1292,n-m,100796.9231,100796.9231
1,1,1,3022,0,0.1387,n-m,100830.8571,100830.8571
1,1,1,3023,0,0.133,n-m,100864.7033,100864.7033
1,1,1,3024,0,0.1368,n-m,100898.6374,100898.6374
1,1,1,3025,0,0.1444,n-m,100932.4835,100932.4835
1,1,1,3026,0,0.1444,n-m,100966.2418,100966.2418
1,1,1,3027,0,0.1482,n-m,101000.0,101000.0
1,1,1,3028,0,0.1444,n-m,101033.6703,101033.6703
1,1,1,3029,0,0.1539,n-m,101067.4286,101067.4286
1,1,1,3030,0,0.1425,n-m,101101.1868,101101.1868
1,1,1,3031,0,0.1482,n-m,101134.9451,101134.9451
1,1,1,3032,0,0.1349,n-m,101168.7033,101168.7033
1,1,1,3033,0,0.1463,n-m,101202.6374,101202.6374
1,1,1,3034,0,0.1387,n-m,101236.4835,101236.4835
1,1,1,3035,0,0.1406,n-m,101270.4176,101270.4176
1,1,1,3036,0,0.1387,n-m,101304.4396,101304.4396
1,1,1,3037,0,0.1368,n-m,101338.5495,101338.5495
1,1,1,3038,0,0.1349,n-m,101372.5714,101372.5714
1,1,1,3039,0,0.1349,n-m,101406.5934,101406.5934
1,1,1,3040,0,0.1311,n-m,101440.6154,101440.6154
1,1,1,3041,0,0.1463,n-m,101474.6374,101474.6374
1,1,1,3042,0,0.1444,n-m,101508.7473,101508.7473
1,1,1,3043,0,0.1463,n-m,101542.6813,101542.6813
1,1,1,3044,0,0.1425,n-m,101576.7033,101576.7033
1,1,1,3045,0,0.1482,n-m,101610.6374,101610.6374
1,1,1,3046,0,0.1387,n-m,101644.6593,101644.6593
1,1,1,3047,0,0.1349,n-m,101678.8571,101678.8571
1,1,1,3048,0,0.1349,n-m,101712.967,101712.967
1,1,1,3049,0,0.1368,n-m,101747.0769,101747.0769
1,1,1,3050,0,0.1387,n-m,101781.2747,101781.2747
1,1,1,3051,0,0.1406,n-m,101815.5604,101815.5604
1,1,1,3052,0,0.1444,n-m,101849.7582,101849.7582
1,1,1,3053,0,0.1368,n-m,101883.7802,101883.7802
1,1,1,3054,0,0.1368,n-m,101917.978,101917.978
1,1,1,3055,0,0.1425,n-m,101952.0,101952.0
1,1,1,3056,0,0.1349,n-m,101986.022,101986.022
1,1,1,3057,0,0.1444,n-m,102020.044,102020.044
1,1,1,3058,0,0.1425,n-m,102054.0659,102054.0659
1,1,1,3059,0,0.1482,n-m,102088.0879,102088.0879
1,1,1,3060,0,0.1444,n-m,102121.9341,102121.9341
1,1,1,3061,0,0.1501,n-m,102155.7802,102155.7802
1,1,1,3062,0,0.1425,n-m,102189.6264,102189.6264
1,1,1,3063,0,0.1425,n-m,102223.3846,102223.3846
1,1,1,3064,0,0.1368,n-m,102257.2308,102257.2308
1,1,1,3065,0,0.1311,n-m,102291.0769,102291.0769
1,1,1,3066,0,0.1292,n-m,102325.011,102325.011
1,1,1,3067,0,0.1254,n-m,102359.033,102359.033
1,1,1,3068,0,0.1197,n-m,102393.3187,102393.3187
1,1,1,3069,0,0.1178,n-m,102427.5165,102427.5165
1,1,1,3070,0,0.1159,n-m,102461.7143,102461.7143
1,1,1,3071,0,0.1216,n-m,102496.0879,102496.0879
1,1,1,3072,0,0.1254,n-m,102530.4615,102530.4615
